rank (for POS),lemma,POS,ipm,freq,% of concordance
885,иплә,v,"3,192326519",419,"0,00419"
886,корыт,v,"3,192326519",419,"0,00419"
887,каплат,v,"3,192326519",419,"0,00419"
888,тирбәл,v,"3,184707601",418,"0,00418"
889,болай ит,v,"3,146613012",413,"0,00413"
890,татып кара,v,"3,138994095",412,"0,00412"
891,шелтәлә,v,"3,138994095",412,"0,00412"
892,үкер,v,"3,131375177",411,"0,00411"
893,кушыр,v,"3,123756259",410,"0,0041"
158,әлбәттә,adv,"3,10852",408,"0,01433"
894,сыт,v,"3,100899506",407,"0,00407"
159,никадәрле,adv,"3,09328",406,"0,01426"
895,әйттер,v,"3,085661671",405,"0,00405"
896,нык тор,v,"3,078042753",404,"0,00404"
897,берек,v,"3,078042753",404,"0,00404"
898,җаен тап,v,"3,078042753",404,"0,00404"
160,һичкайчан,adv,"3,04757",400,"0,01405"
161,аз гына,adv,"3,03233",398,"0,01398"
899,чыныктыр,v,"3,032329247",398,"0,00398"
900,эшләп бетер,v,"3,024710329",397,"0,00397"
901,кисеп ал,v,"3,024710329",397,"0,00397"
162,әүвәл,adv,"3,00947",395,"0,01387"
902,көлемсерә,v,"2,986615741",392,"0,00392"
903,исәпләш,v,"2,978996823",391,"0,00391"
904,салын,v,"2,933283317",385,"0,00385"
58,зинһар өчен,ij,"2,92566",384,"0,09204"
905,мәсхәрәлә,v,"2,925664399",384,"0,00384"
906,ашарга пешер,v,"2,910426564",382,"0,00382"
907,сул,v,"2,910426564",382,"0,00382"
908,тышла,v,"2,895188728",380,"0,0038"
909,җәйлә,v,"2,895188728",380,"0,0038"
910,үтәт,v,"2,88756981",379,"0,00379"
59,рәхим ит,ij,"2,87995",378,"0,0906"
911,хасил ит,v,"2,879950893",378,"0,00378"
912,сасы,v,"2,85709414",375,"0,00375"
60,ие,ij,"2,83424",372,"0,08916"
163,дөм,adv,"2,82662",371,"0,01303"
913,илһамлан,v,"2,826618469",371,"0,00371"
914,кырын,v,"2,803761716",368,"0,00368"
915,чиратлаш,v,"2,78852388",366,"0,00366"
916,бәрел,v,"2,750429292",361,"0,00361"
917,рухлан,v,"2,742810374",360,"0,0036"
164,исәпләвенчә,adv,"2,72757",358,"0,01257"
918,ял иттер,v,"2,704715785",355,"0,00355"
919,ашыктыр,v,"2,651383362",348,"0,00348"
920,бәхилләш,v,"2,643764444",347,"0,00347"
921,ургыл,v,"2,636145526",346,"0,00346"
922,тәмам бул,v,"2,636145526",346,"0,00346"
923,авырай,v,"2,628526608",345,"0,00345"
924,ераклаш,v,"2,628526608",345,"0,00345"
925,карал,v,"2,613288773",343,"0,00343"
61,чү,ij,"2,60567",342,"0,08197"
165,нилектән,adv,"2,59043",340,"0,01194"
926,күз ташла,v,"2,575194184",338,"0,00338"
927,ябын,v,"2,575194184",338,"0,00338"
928,капша,v,"2,559956349",336,"0,00336"
62,пәрәмәч,ij,"2,55234",335,"0,08029"
929,бакыр,v,"2,506623925",329,"0,00329"
930,шаулат,v,"2,506623925",329,"0,00329"
931,масай,v,"2,476148254",325,"0,00325"
932,никах укыт,v,"2,468529337",324,"0,00324"
933,бөрелән,v,"2,460910419",323,"0,00323"
934,тамгала,v,"2,460910419",323,"0,00323"
935,тәрбия кыл,v,"2,453291501",322,"0,00322"
936,уйлаш,v,"2,453291501",322,"0,00322"
937,кыенлаш,v,"2,445672584",321,"0,00321"
938,тирәнәй,v,"2,415196913",317,"0,00317"
939,ерагай,v,"2,399959077",315,"0,00315"
940,капчыкла,v,"2,39234016",314,"0,00314"
941,тукма,v,"2,377102324",312,"0,00312"
942,шомар,v,"2,361864489",310,"0,0031"
943,җилләт,v,"2,339007736",307,"0,00307"
166,асла,adv,"2,33139",306,"0,01075"
944,кана,v,"2,331388818",306,"0,00306"
945,шешен,v,"2,316150983",304,"0,00304"
946,аныкла,v,"2,316150983",304,"0,00304"
63,ичмаса,ij,"2,30853",303,"0,07262"
947,аңкы,v,"2,308532065",303,"0,00303"
948,тыгызла,v,"2,308532065",303,"0,00303"
949,шыгырда,v,"2,308532065",303,"0,00303"
950,чылтыра,v,"2,308532065",303,"0,00303"
951,язып бетер,v,"2,300913147",302,"0,00302"
167,тик,adv,"2,29329",301,"0,01057"
64,шаять,ij,"2,29329",301,"0,07214"
168,җитди рәвештә,adv,"2,28568",300,"0,01054"
169,беравыздан,adv,"2,27044",298,"0,01047"
65,ягез,ij,"2,27044",298,"0,07142"
952,утырып тор,v,"2,270437476",298,"0,00298"
953,каеш,v,"2,232342888",293,"0,00293"
954,кысыл,v,"2,217105052",291,"0,00291"
955,алга җибәр,v,"2,209486135",290,"0,0029"
956,кул бир,v,"2,209486135",290,"0,0029"
957,бүлеп кара,v,"2,209486135",290,"0,0029"
958,кадакла,v,"2,209486135",290,"0,0029"
959,чөмер,v,"2,209486135",290,"0,0029"
37,һичнәрсә,prn,"2,20187",289,"0,00668"
960,аздыр,v,"2,194248299",288,"0,00288"
961,авырттыр,v,"2,194248299",288,"0,00288"
41,уйлавынча,cnjcoo,"2,17901",286,"0,00785"
962,чукы,v,"2,179010464",286,"0,00286"
963,яманла,v,"2,163772628",284,"0,00284"
964,таптан,v,"2,156153711",283,"0,00283"
965,бозыл,v,"2,148534793",282,"0,00282"
966,күтәрт,v,"2,148534793",282,"0,00282"
967,куала,v,"2,118059122",278,"0,00278"
968,ялкынлан,v,"2,102821287",276,"0,00276"
969,ялтырат,v,"2,079964534",273,"0,00273"
970,кешнә,v,"2,079964534",273,"0,00273"
971,караңгылан,v,"2,079964534",273,"0,00273"
972,остар,v,"2,072345616",272,"0,00272"
973,түбәнәй,v,"2,064726698",271,"0,00271"
66,абау,ij,"2,04187",268,"0,06423"
974,хафалан,v,"2,041869945",268,"0,00268"
67,аңлашылды,ij,"2,02663",266,"0,06375"
975,хәлдән тай,v,"2,02663211",266,"0,00266"
976,ватыл,v,"2,02663211",266,"0,00266"
977,йөткер,v,"2,019013192",265,"0,00265"
978,озынайт,v,"2,003775357",263,"0,00263"
979,әңгәмәләш,v,"1,980918603",260,"0,0026"
980,яраш,v,"1,973299686",259,"0,00259"
981,ымла,v,"1,95806185",257,"0,00257"
982,тарай,v,"1,95806185",257,"0,00257"
983,буй җит,v,"1,950442933",256,"0,00256"
984,укый-яза бел,v,"1,942824015",255,"0,00255"
985,нечкәр,v,"1,942824015",255,"0,00255"
986,бәйлән,v,"1,92758618",253,"0,00253"
987,тотлык,v,"1,912348344",251,"0,00251"
988,тирбәт,v,"1,897110509",249,"0,00249"
989,богаула,v,"1,897110509",249,"0,00249"
990,кабул кыл,v,"1,889491591",248,"0,00248"
991,бөркән,v,"1,874253756",246,"0,00246"
992,чүгәлә,v,"1,874253756",246,"0,00246"
993,авырсын,v,"1,866634838",245,"0,00245"
994,гөр кил,v,"1,813302414",238,"0,00238"
995,кабул итмә,v,"1,813302414",238,"0,00238"
996,йокымсыра,v,"1,805683496",237,"0,00237"
997,тавышлан,v,"1,767588908",232,"0,00232"
998,шаркылда,v,"1,75996999",231,"0,00231"
170,әллә кайда,adv,"1,75235",230,"0,00808"
38,алар,prn,"1,73711",228,"0,00527"
999,караштыр,v,"1,706637566",224,"0,00224"
1000,мәшәкатьлән,v,"1,706637566",224,"0,00224"
171,алда,adv,"1,68378",221,"0,00776"
172,күмәртәләп,adv,"1,61521",212,"0,00745"
173,түбәндә,adv,"1,59997",210,"0,00738"
174,билгеләнүенчә,adv,"1,53902",202,"0,0071"
175,французча,adv,"1,48569",195,"0,00685"
176,әрле-бирле,adv,"1,47045",193,"0,00678"
68,фу,ij,"1,44759",190,"0,04554"
177,ник алай,adv,"1,41712",186,"0,00653"
178,фарсыча,adv,"1,4095",185,"0,0065"
69,сүз арасында,ij,"1,4095",185,"0,04434"
70,ой,ij,"1,39426",183,"0,04386"
71,алло,ij,"1,38664",182,"0,04362"
42,гүяки,cnjcoo,"1,35617",178,"0,00488"
179,латинча,adv,"1,31807",173,"0,00608"
43,башкача әйткәндә,cnjcoo,"1,2876",169,"0,00464"
44,вәләкин,cnjcoo,"1,25712",165,"0,00453"
180,хосусан,adv,"1,21141",159,"0,00558"
72,яле,ij,"1,21141",159,"0,03811"
39,һәр икесе,prn,"1,21141",159,"0,00368"
181,мөмкин булган кадәр,adv,"1,19617",157,"0,00551"
182,кытайча,adv,"1,18855",156,"0,00548"
73,мәрхәбә,ij,"1,14284",150,"0,03595"
183,аңлатуларынча,adv,"1,08951",143,"0,00502"
184,акрын-акрын,adv,"1,08189",142,"0,00499"
45,уенча,cnjcoo,"1,02855",135,"0,0037"
185,уемча,adv,"0,99046",130,"0,00457"
186,грекча,adv,"0,97522",128,"0,0045"
187,чувашча,adv,"0,95236",125,"0,00439"
74,әх,ij,"0,95236",125,"0,02996"
46,яхут,cnjcoo,"0,92951",122,"0,00335"
188,әлегедәй,adv,"0,91427",120,"0,00421"
47,аның каравы,cnjcoo,"0,90665",119,"0,00327"
75,әү,ij,"0,89141",117,"0,02804"
40,һичберсе,prn,"0,8457",111,"0,00257"
76,әлли-бәлли,ij,"0,79237",104,"0,02493"
77,ух,ij,"0,78475",103,"0,02469"
78,ярабби,ij,"0,76951",101,"0,02421"
79,перес,ij,"0,76951",101,"0,02421"
189,үзбәкчә,adv,"0,76189",100,"0,00351"
190,ялт,adv,"0,75427",99,"0,00348"
41,һични,prn,"0,71618",94,"0,00217"
191,моңача,adv,"0,70856",93,"0,00327"
80,әйдәле,ij,"0,70094",92,"0,02205"
192,казакъча,adv,"0,69332",91,"0,0032"
193,хосусән,adv,"0,69332",91,"0,0032"
194,һәркайчан,adv,"0,67046",88,"0,00309"
81,аһ-ваһ,ij,"0,67046",88,"0,02109"
82,бигайбә,ij,"0,67046",88,"0,02109"
195,нимесчә,adv,"0,65523",86,"0,00302"
196,рәвешчә,adv,"0,63237",83,"0,00292"
197,алманча,adv,"0,63237",83,"0,00292"
83,илаһым,ij,"0,62475",82,"0,01965"
84,кит аннан,ij,"0,57142",75,"0,01798"
85,вау,ij,"0,55618",73,"0,0175"
198,берәм-сәрәм,adv,"0,51047",67,"0,00235"
199,яр буйлап,adv,"0,50285",66,"0,00232"
86,бәрәкалла,ij,"0,48761",64,"0,01534"
87,ах-ух,ij,"0,47999",63,"0,0151"
42,һичбере,prn,"0,47999",63,"0,00146"
88,мәгез,ij,"0,47237",62,"0,01486"
200,теге юлы,adv,"0,46475",61,"0,00214"
201,әйтелүенчә,adv,"0,44952",59,"0,00207"
89,әйдүк,ij,"0,41142",54,"0,01294"
202,испанча,adv,"0,39618",52,"0,00183"
203,итальянча,adv,"0,38095",50,"0,00176"
90,ах-вах,ij,"0,38095",50,"0,01198"
91,көш,ij,"0,35047",46,"0,01103"
92,машалла,ij,"0,33523",44,"0,01055"
204,тәмамән,adv,"0,31999",42,"0,00148"
205,украинча,adv,"0,29714",39,"0,00137"
206,монголча,adv,"0,28952",38,"0,00133"
207,кыргызча,adv,"0,26666",35,"0,00123"
43,ошбу,prn,"0,26666",35,"0,00081"
208,әкрен генә,adv,"0,25904",34,"0,00119"
209,кырт,adv,"0,25142",33,"0,00116"
93,ай-вай,ij,"0,23619",31,"0,00743"
44,һәрбере,prn,"0,22095",29,"0,00067"
94,эһем,ij,"0,21333",28,"0,00671"
95,әттәгенәсе,ij,"0,20571",27,"0,00647"
96,менәтерәк,ij,"0,20571",27,"0,00647"
45,һичберәү,prn,"0,20571",27,"0,00062"
97,үчтеки,ij,"0,19809",26,"0,00623"
98,ай Аллам,ij,"0,19809",26,"0,00623"
99,иһи,ij,"0,18285",24,"0,00575"
100,ох,ij,"0,18285",24,"0,00575"
210,барынча,adv,"0,15238",20,"0,0007"
101,тсс,ij,"0,15238",20,"0,00479"
211,билгеләүләренчә,adv,"0,12952",17,"0,0006"
46,барлык,prn,"0,12952",17,"0,00039"
212,элеккедәй,adv,"0,1219",16,"0,00056"
213,хайваннарча,adv,"0,1219",16,"0,00056"
214,грузинча,adv,"0,1219",16,"0,00056"
102,оһо,ij,"0,1219",16,"0,00383"
103,бәтәч,ij,"0,1219",16,"0,00383"
215,шведчә,adv,"0,11428",15,"0,00053"
216,американча,adv,"0,10666",14,"0,00049"
217,кайтадан,adv,"0,10666",14,"0,00049"
218,полякча,adv,"0,10666",14,"0,00049"
219,бүгендә,adv,"0,09905",13,"0,00046"
220,якутча,adv,"0,09905",13,"0,00046"
221,сүзенчә,adv,"0,09143",12,"0,00042"
222,тәкмил,adv,"0,09143",12,"0,00042"
104,чү-чү,ij,"0,08381",11,"0,00264"
105,көш-көш,ij,"0,08381",11,"0,00264"
47,кайберәү,prn,"0,08381",11,"0,00025"
223,таҗикча,adv,"0,07619",10,"0,00035"
106,хе-хе,ij,"0,07619",10,"0,0024"
224,тәфсирләп,adv,"0,06857",9,"0,00032"
107,пес-пес,ij,"0,06857",9,"0,00216"
108,үчти-үчти,ij,"0,06857",9,"0,00216"
225,билфигыль,adv,"0,06095",8,"0,00028"
226,җәлт-җәлт,adv,"0,06095",8,"0,00028"
227,мордвача,adv,"0,06095",8,"0,00028"
228,берәз,adv,"0,06095",8,"0,00028"
48,мәгълүматынча,cnjcoo,"0,06095",8,"0,00022"
109,валлаһ,ij,"0,06095",8,"0,00192"
110,прес,ij,"0,06095",8,"0,00192"
229,бишбылтыр,adv,"0,05333",7,"0,00025"
111,мына,ij,"0,05333",7,"0,00168"
112,бәлли-бәү,ij,"0,05333",7,"0,00168"
113,әтекәем,ij,"0,04571",6,"0,00144"
48,нимә,prn,"0,04571",6,"0,00014"
230,шул рәвешчә,adv,"0,03048",4,"0,00014"
231,юлда чагында,adv,"0,03048",4,"0,00014"
114,иһи-һи,ij,"0,03048",4,"0,00096"
232,фил-хәл,adv,"0,02286",3,"0,00011"
233,ары,adv,"0,02286",3,"0,00011"
234,гуаранича,adv,"0,01524",2,"0,00007"
235,шәрган,adv,"0,00762",1,"0,00004"
236,чехча,adv,"0,00762",1,"0,00004"
237,бурятча,adv,"0,00762",1,"0,00004"
49,һичкайсы,prn,"0,00762",1,"0,00002"
50,һәр икәве,prn,"0,00762",1,"0,00002"
51,һәрберсе,prn,"0,00762",1,"0,00002"
